time,value,signalMask,labelMask,finalLabel
387.018500,0.043640,0,0,0
387.018600,0.050659,0,0,0
387.018700,0.057678,0,0,0
387.018800,0.061493,0,0,0
387.018900,0.065918,0,0,0
387.019000,0.080719,0,0,0
387.019100,0.089111,0,0,0
387.019200,0.105896,0,0,0
387.019300,0.114594,0,0,0
387.019400,0.126190,0,0,0
387.019500,0.138702,0,0,0
387.019600,0.143280,0,0,0
387.019700,0.148010,0,0,0
387.019800,0.154114,0,0,0
387.019900,0.155487,0,0,0
387.020000,0.146027,0,0,0
387.020100,0.132751,0,0,0
387.020200,0.126343,0,0,0
387.020300,0.120697,0,0,0
387.020400,0.117645,0,0,0
387.020500,0.116577,0,0,0
387.020600,0.111389,0,0,0
387.020700,0.111694,-1,0,-1
387.020800,0.120850,-1,0,-1
387.020900,0.141296,-1,0,-1
387.021000,0.170746,-1,0,-1
387.021100,0.210114,-1,0,-1
387.021200,0.257721,-1,0,-1
387.021300,0.299072,-1,0,-1
387.021400,0.347748,-1,0,-1
387.021500,0.389099,-1,0,-1
387.021600,0.427551,-1,0,-1
387.021700,0.452881,-1,0,-1
387.021800,0.459595,-1,0,-1
387.021900,0.451965,-1,0,-1
387.022000,0.444641,-1,0,-1
387.022100,0.406799,-1,0,-1
387.022200,0.370636,-1,0,-1
387.022300,0.328979,-1,0,-1
387.022400,0.283356,-1,0,-1
387.022500,0.235291,-1,0,-1
387.022600,0.175018,-1,0,-1
387.022700,0.120697,-1,0,-1
387.022800,0.052490,-1,0,-1
387.022900,-0.006561,-1,0,-1
387.023000,-0.070953,-1,0,-1
387.023100,-0.135498,-1,0,-1
387.023200,-0.190277,-1,0,-1
387.023300,-0.254669,-1,0,-1
387.023400,-0.309906,-1,0,-1
387.023500,-0.352631,-1,0,-1
387.023600,-0.391846,-1,0,-1
387.023700,-0.422058,-1,0,-1
387.023800,-0.438690,-1,0,-1
387.023900,-0.450745,-1,0,-1
387.024000,-0.453339,-1,0,-1
387.024100,-0.452271,-1,0,-1
387.024200,-0.430603,-1,0,-1
387.024300,-0.408173,-1,0,-1
387.024400,-0.369263,-1,0,-1
387.024500,-0.319214,-1,0,-1
387.024600,-0.255585,-1,0,-1
387.024700,-0.188446,-1,0,-1
387.024800,-0.128174,-1,0,-1
387.024900,-0.067596,-1,0,-1
387.025000,-0.013885,-1,0,-1
387.025100,0.029755,-1,0,-1
387.025200,0.060272,-1,0,-1
387.025300,0.082703,-1,0,-1
387.025400,0.097961,-1,0,-1
387.025500,0.112152,-1,0,-1
387.025600,0.117950,-1,0,-1
387.025700,0.121613,-1,0,-1
387.025800,0.121155,0,0,0
387.025900,0.122833,0,0,0
387.026000,0.125122,0,0,0
387.026100,0.119171,0,0,0
387.026200,0.110321,0,0,0
387.026300,0.105133,0,0,0
387.026400,0.104675,0,0,0
387.026500,0.097504,0,0,0
387.026600,0.090027,0,0,0
387.026700,0.090942,0,0,0
387.026800,0.088654,0,0,0
387.026900,0.086975,0,0,0
387.027000,0.082092,0,0,0
387.027100,0.083466,0,0,0
387.027200,0.079956,0,0,0
387.027300,0.083313,0,0,0
387.027400,0.075836,0,0,0
387.027500,0.077667,0,0,0
387.027600,0.084839,0,0,0
387.027700,0.084534,0,0,0
387.027800,0.089264,0,0,0
387.027900,0.082550,-1,0,-1
387.028000,0.092773,-1,0,-1
387.028100,0.094757,-1,0,-1
387.028200,0.097198,-1,0,-1
387.028300,0.112915,-1,0,-1
387.028400,0.124969,-1,0,-1
387.028500,0.151672,-1,0,-1
387.028600,0.186310,-1,0,-1
387.028700,0.237579,-1,0,-1
387.028800,0.305328,-1,0,-1
387.028900,0.389404,-1,0,-1
387.029000,0.476837,-1,0,-1
387.029100,0.574341,-1,0,-1
387.029200,0.659943,-1,0,-1
387.029300,0.729370,-1,0,-1
387.029400,0.771637,-1,0,-1
387.029500,0.788116,-1,0,-1
387.029600,0.789185,-1,0,-1
387.029700,0.772400,-1,0,-1
387.029800,0.742493,-1,0,-1
387.029900,0.701599,-1,0,-1
387.030000,0.648346,-1,0,-1
387.030100,0.573120,-1,0,-1
387.030200,0.478210,-1,0,-1
387.030300,0.355530,-1,0,-1
387.030400,0.213470,-1,0,-1
387.030500,0.058899,-1,0,-1
387.030600,-0.099792,-1,0,-1
387.030700,-0.256195,-1,0,-1
387.030800,-0.388947,-1,0,-1
387.030900,-0.517731,-1,0,-1
387.031000,-0.619507,-1,0,-1
387.031100,-0.699615,-1,0,-1
387.031200,-0.753326,-1,0,-1
387.031300,-0.776062,-1,0,-1
387.031400,-0.798492,-1,0,-1
387.031500,-0.791626,-1,0,-1
387.031600,-0.779724,-1,0,-1
387.031700,-0.755768,-1,0,-1
387.031800,-0.712585,-1,0,-1
387.031900,-0.639038,-1,0,-1
387.032000,-0.539703,-1,0,-1
387.032100,-0.431213,-1,0,-1
387.032200,-0.306702,-1,0,-1
387.032300,-0.195312,-1,0,-1
387.032400,-0.100098,-1,0,-1
387.032500,-0.016632,-1,0,-1
387.032600,0.047455,-1,0,-1
387.032700,0.093842,-1,0,-1
387.032800,0.127106,-1,0,-1
387.032900,0.155640,-1,0,-1
387.033000,0.171509,-1,0,-1
387.033100,0.177460,-1,0,-1
387.033200,0.179443,-1,0,-1
387.033300,0.178986,-1,0,-1
387.033400,0.176544,-1,0,-1
387.033500,0.167999,-1,0,-1
387.033600,0.161133,-1,0,-1
387.033700,0.150299,-1,0,-1
387.033800,0.139618,-1,0,-1
387.033900,0.137482,-1,0,-1
387.034000,0.127716,-1,0,-1
387.034100,0.112152,-1,0,-1
387.034200,0.102539,-1,0,-1
387.034300,0.096283,-1,0,-1
387.034400,0.085754,-1,0,-1
387.034500,0.083923,-1,0,-1
387.034600,0.070801,-1,0,-1
387.034700,0.064545,-1,0,-1
387.034800,0.060883,-1,0,-1
387.034900,0.066833,-1,0,-1
387.035000,0.058594,-1,0,-1
387.035100,0.061340,-1,0,-1
387.035200,0.065613,-1,0,-1
387.035300,0.063324,-1,0,-1
387.035400,0.057983,-1,0,-1
387.035500,0.060577,-1,0,-1
387.035600,0.061340,-1,0,-1
387.035700,0.059052,-1,0,-1
387.035800,0.057678,-1,0,-1
387.035900,0.060425,-1,0,-1
387.036000,0.072327,-1,0,-1
387.036100,0.076141,-1,0,-1
387.036200,0.083466,-1,0,-1
387.036300,0.089417,-1,0,-1
387.036400,0.092010,-1,0,-1
387.036500,0.087433,-1,0,-1
387.036600,0.088196,-1,0,-1
387.036700,0.088348,-1,0,-1
387.036800,0.097198,-1,0,-1
387.036900,0.097961,-1,0,-1
387.037000,0.105743,-1,0,-1
387.037100,0.110474,-1,0,-1
387.037200,0.112610,-1,0,-1
387.037300,0.117187,-1,0,-1
387.037400,0.120544,-1,0,-1
387.037500,0.126038,-1,0,-1
387.037600,0.126495,-1,0,-1
387.037700,0.134430,-1,0,-1
387.037800,0.140839,-1,0,-1
387.037900,0.141602,-1,0,-1
387.038000,0.147247,-1,0,-1
387.038100,0.141602,-1,0,-1
387.038200,0.144958,-1,0,-1
387.038300,0.139160,-1,0,-1
387.038400,0.129242,-1,0,-1
387.038500,0.119629,-1,0,-1
387.038600,0.108490,-1,0,-1
387.038700,0.107574,-1,0,-1
387.038800,0.097351,-1,0,-1
387.038900,0.087128,-1,0,-1
387.039000,0.078583,-1,0,-1
387.039100,0.065918,-1,0,-1
387.039200,0.052338,-1,0,-1
387.039300,0.047150,-1,0,-1
387.039400,0.050049,-1,0,-1
387.039500,0.047913,-1,0,-1
387.039600,0.057831,-1,0,-1
387.039700,0.073090,-1,0,-1
387.039800,0.099030,-1,0,-1
387.039900,0.147095,-1,0,-1
387.040000,0.208282,-1,0,-1
387.040100,0.282745,-1,0,-1
387.040200,0.386047,-1,0,-1
387.040300,0.500641,-1,0,-1
387.040400,0.641632,-1,0,-1
387.040500,0.793762,-1,0,-1
387.040600,0.965576,-1,0,-1
