time,value,signalMask,labelMask,finalLabel
432.944900,0.033875,0,0,0
432.945000,0.032501,0,0,0
432.945100,0.026550,0,0,0
432.945200,0.025482,0,0,0
432.945300,0.023956,0,0,0
432.945400,0.012817,0,0,0
432.945500,0.016022,0,0,0
432.945600,0.019379,0,0,0
432.945700,0.019379,0,0,0
432.945800,0.023041,0,0,0
432.945900,0.022888,0,0,0
432.946000,0.024567,0,0,0
432.946100,0.026398,0,0,0
432.946200,0.023956,0,0,0
432.946300,0.025787,0,0,0
432.946400,0.026245,0,0,0
432.946500,0.025482,-1,0,-1
432.946600,0.030060,-1,0,-1
432.946700,0.048676,-1,0,-1
432.946800,0.103760,-1,0,-1
432.946900,0.199738,-1,0,-1
432.947000,0.345459,-1,0,-1
432.947100,0.500183,-1,0,-1
432.947200,0.576477,-1,0,-1
432.947300,0.570526,-1,0,-1
432.947400,0.517578,-1,0,-1
432.947500,0.413818,-1,0,-1
432.947600,0.239716,-1,0,-1
432.947700,0.025482,-1,0,-1
432.947800,-0.207825,-1,0,-1
432.947900,-0.386200,-1,0,-1
432.948000,-0.501709,-1,0,-1
432.948100,-0.574341,-1,0,-1
432.948200,-0.600433,-1,0,-1
432.948300,-0.559845,-1,0,-1
432.948400,-0.428772,-1,0,-1
432.948500,-0.266876,-1,0,-1
432.948600,-0.137634,-1,0,-1
432.948700,-0.041809,-1,0,-1
432.948800,-0.002747,-1,0,-1
432.948900,0.019073,-1,0,-1
432.949000,0.023651,-1,0,-1
432.949100,0.031433,-1,0,-1
432.949200,0.025940,0,0,0
432.949300,0.027161,0,0,0
432.949400,0.023346,0,0,0
432.949500,0.025330,0,0,0
432.949600,0.022583,0,0,0
432.949700,0.019989,0,0,0
432.949800,0.018616,0,0,0
432.949900,0.016022,0,0,0
432.950000,0.017700,0,0,0
432.950100,0.018921,0,0,0
432.950200,0.027008,0,0,0
432.950300,0.037994,0,0,0
432.950400,0.037537,0,0,0
432.950500,0.045624,0,0,0
432.950600,0.040283,0,0,0
432.950700,0.041656,0,0,0
432.950800,0.035095,0,0,0
432.950900,0.026245,0,0,0
432.951000,0.016174,0,0,0
432.951100,0.013275,0,0,0
432.951200,0.010681,0,0,0
432.951300,0.010834,0,0,0
432.951400,0.006866,0,0,0
432.951500,0.010529,0,0,0
432.951600,0.008698,0,0,0
432.951700,0.014648,0,0,0
432.951800,0.010071,0,0,0
432.951900,0.013580,0,0,0
432.952000,0.009613,0,0,0
432.952100,0.018921,0,0,0
432.952200,0.027313,0,0,0
432.952300,0.026703,0,0,0
432.952400,0.030823,0,0,0
432.952500,0.033112,0,0,0
432.952600,0.033722,0,0,0
432.952700,0.024109,0,0,0
432.952800,0.020447,0,0,0
432.952900,0.015411,0,0,0
432.953000,0.014496,0,0,0
432.953100,0.020905,0,0,0
432.953200,0.026093,0,0,0
432.953300,0.043030,0,0,0
432.953400,0.063019,0,0,0
432.953500,0.068970,0,0,0
432.953600,0.070190,0,0,0
432.953700,0.069122,0,0,0
432.953800,0.062714,0,0,0
432.953900,0.057373,-1,0,-1
432.954000,0.066376,-1,0,-1
432.954100,0.137024,-1,0,-1
432.954200,0.282135,-1,0,-1
432.954300,0.520477,-1,0,-1
432.954400,0.875397,-1,0,-1
432.954500,1.142883,-1,0,-1
432.954600,1.247253,-1,0,-1
432.954700,1.315155,-1,0,-1
432.954800,1.391602,-1,0,-1
432.954900,1.333008,-1,0,-1
432.955000,0.949249,-1,0,-1
432.955100,0.354767,-1,0,-1
432.955200,-0.281525,-1,0,-1
432.955300,-0.914917,-1,0,-1
432.955400,-1.347351,-1,0,-1
432.955500,-1.404724,-1,0,-1
432.955600,-1.251221,-1,0,-1
432.955700,-1.054840,-1,0,-1
432.955800,-0.589294,-1,0,-1
432.955900,0.000000,-1,0,-1
432.956000,0.797882,-1,0,-1
432.956100,1.803436,-1,0,-1
432.956200,2.897491,-1,0,-1
432.956300,3.681641,-1,0,-1
432.956400,3.816681,-1,0,-1
432.956500,3.446655,-1,0,-1
432.956600,2.656708,-1,0,-1
432.956700,1.397095,-1,0,-1
432.956800,-0.033875,-1,0,-1
432.956900,-1.516113,-1,0,-1
432.957000,-2.953033,-1,0,-1
432.957100,-3.916779,-1,0,-1
432.957200,-4.252319,-1,0,-1
432.957300,-4.048615,-1,0,-1
432.957400,-3.563080,-1,0,-1
432.957500,-2.843933,-1,0,-1
432.957600,-1.902618,-1,0,-1
432.957700,-1.218719,-1,0,-1
432.957800,-0.474701,-1,0,-1
432.957900,-0.190735,-1,0,-1
432.958000,-0.106354,-1,0,-1
432.958100,-0.135803,0,0,0
432.958200,-0.212555,0,0,0
432.958300,-0.254364,0,0,0
432.958400,-0.258331,-1,0,-1
432.958500,-0.243683,-1,0,-1
432.958600,-0.226288,-1,0,-1
432.958700,-0.209961,-1,0,-1
432.958800,-0.154419,-1,0,-1
432.958900,-0.079041,-1,0,-1
432.959000,-0.008240,-1,0,-1
432.959100,0.039978,-1,0,-1
432.959200,0.074158,-1,0,-1
432.959300,0.086212,-1,0,-1
432.959400,0.108032,-1,0,-1
432.959500,0.123291,-1,0,-1
432.959600,0.157776,-1,0,-1
432.959700,0.181274,-1,0,-1
432.959800,0.192871,-1,0,-1
432.959900,0.193176,-1,0,-1
432.960000,0.190887,-1,0,-1
432.960100,0.162048,-1,0,-1
