time,value,signalMask,labelMask,finalLabel
179.965700,0.114441,0,0,0
179.965800,0.024261,0,0,0
179.965900,-0.063477,0,0,0
179.966000,-0.150452,0,0,0
179.966100,-0.230255,0,0,0
179.966200,-0.288696,0,0,0
179.966300,-0.319977,0,0,0
179.966400,-0.333252,-1,0,-1
179.966500,-0.301971,-1,0,-1
179.966600,-0.238647,-1,0,-1
179.966700,-0.142212,-1,0,-1
179.966800,-0.033569,-1,0,-1
179.966900,0.062408,-1,0,-1
179.967000,0.127563,-1,0,-1
179.967100,0.161896,-1,0,-1
179.967200,0.167847,-1,0,-1
179.967300,0.135193,-1,0,-1
179.967400,0.070801,-1,0,-1
179.967500,-0.007019,-1,0,-1
179.967600,-0.074921,-1,0,-1
179.967700,-0.120544,-1,0,-1
179.967800,-0.136414,-1,0,-1
179.967900,-0.122528,-1,0,-1
179.968000,-0.090332,-1,0,-1
179.968100,-0.044861,-1,0,-1
179.968200,0.013733,-1,0,-1
179.968300,0.065460,-1,0,-1
179.968400,0.114746,-1,0,-1
179.968500,0.143127,-1,0,-1
179.968600,0.161743,-1,0,-1
179.968700,0.171051,-1,0,-1
179.968800,0.172272,-1,0,-1
179.968900,0.213165,-1,0,-1
179.969000,0.316772,-1,0,-1
179.969100,0.508728,-1,0,-1
179.969200,0.785065,-1,0,-1
179.969300,1.079559,-1,0,-1
179.969400,1.289673,-1,0,-1
179.969500,1.372070,-1,0,-1
179.969600,1.378174,-1,0,-1
179.969700,1.340485,-1,0,-1
179.969800,1.233368,-1,0,-1
179.969900,0.992889,-1,0,-1
179.970000,0.616760,-1,0,-1
179.970100,0.193176,-1,0,-1
179.970200,-0.245056,-1,0,-1
179.970300,-0.653839,-1,0,-1
179.970400,-1.017609,-1,0,-1
179.970500,-1.227875,-1,0,-1
179.970600,-1.420898,-1,0,-1
179.970700,-1.412964,-1,0,-1
179.970800,-1.341553,-1,0,-1
179.970900,-1.238251,-1,0,-1
179.971000,-1.187897,-1,0,-1
179.971100,-0.836029,-1,0,-1
179.971200,-0.564117,-1,0,-1
179.971300,-0.320740,-1,0,-1
179.971400,-0.140991,-1,0,-1
179.971500,-0.041962,-1,0,-1
179.971600,0.006256,-1,0,-1
179.971700,0.025635,-1,0,-1
179.971800,0.028687,-1,0,-1
179.971900,0.028381,0,0,0
179.972000,0.033722,0,0,0
179.972100,0.034332,0,0,0
179.972200,0.038605,0,0,0
179.972300,0.033264,0,0,0
179.972400,0.035553,0,0,0
179.972500,0.040894,0,0,0
179.972600,0.050354,0,0,0
179.972700,0.067749,0,0,0
179.972800,0.083466,0,0,0
179.972900,0.095978,0,0,0
179.973000,0.106201,0,0,0
179.973100,0.103455,0,0,0
179.973200,0.108032,0,0,0
179.973300,0.096588,0,0,0
179.973400,0.088196,0,0,0
179.973500,0.077972,0,0,0
179.973600,0.066376,0,0,0
179.973700,0.050049,0,0,0
179.973800,0.041199,0,0,0
179.973900,0.037842,0,0,0
179.974000,0.029144,0,0,0
179.974100,0.036774,0,0,0
179.974200,0.033569,0,0,0
179.974300,0.042419,0,0,0
179.974400,0.047150,0,0,0
179.974500,0.051880,0,0,0
179.974600,0.056610,0,0,0
179.974700,0.061951,0,0,0
179.974800,0.066833,0,0,0
179.974900,0.065613,-1,2,1
179.975000,0.074921,-1,2,1
179.975100,0.077820,-1,2,1
179.975200,0.087128,-1,2,1
179.975300,0.112762,-1,2,1
179.975400,0.142365,-1,2,1
179.975500,0.160828,-1,2,1
179.975600,0.175171,-1,2,1
179.975700,0.178375,-1,2,1
179.975800,0.169678,-1,2,1
179.975900,0.155640,-1,2,1
179.976000,0.127563,-1,2,1
179.976100,0.099640,-1,2,1
179.976200,0.068054,-1,2,1
179.976300,0.033569,-1,2,1
179.976400,0.009308,-1,2,1
179.976500,-0.007782,-1,2,1
179.976600,-0.025024,-1,2,1
179.976700,-0.029755,-1,2,1
179.976800,-0.014343,-1,2,1
179.976900,0.016479,-1,2,1
179.977000,0.034027,-1,2,1
179.977100,0.051270,-1,2,1
179.977200,0.057220,-1,2,1
179.977300,0.064087,-1,2,1
179.977400,0.073853,-1,2,1
179.977500,0.074768,-1,2,1
179.977600,0.074158,-1,2,1
179.977700,0.068207,-1,2,1
179.977800,0.055389,-1,2,1
179.977900,0.062103,-1,2,1
179.978000,0.117798,-1,2,1
179.978100,0.286865,-1,2,1
179.978200,0.600281,-1,2,1
179.978300,1.063232,-1,2,1
179.978400,1.753082,-1,2,1
179.978500,2.714233,-1,2,1
179.978600,3.668213,-1,2,1
179.978700,4.129486,-1,2,1
179.978800,4.165344,-1,2,1
179.978900,4.092865,-1,2,1
179.979000,4.025879,-1,2,1
179.979100,3.849182,-1,2,1
179.979200,3.217316,-1,2,1
179.979300,2.060242,-1,2,1
179.979400,0.733490,-1,2,1
179.979500,-0.565643,-1,2,1
179.979600,-1.832428,-1,2,1
179.979700,-3.082123,-1,2,1
179.979800,-4.062653,-1,2,1
179.979900,-4.461365,-1,2,1
179.980000,-4.418793,-1,2,1
179.980100,-4.229736,-1,2,1
179.980200,-4.054260,-1,2,1
179.980300,-3.792877,-1,2,1
179.980400,-3.197937,-1,2,1
179.980500,-2.341156,-1,2,1
179.980600,-1.537781,-1,2,1
179.980700,-0.928802,-1,2,1
179.980800,-0.416718,-1,2,1
179.980900,-0.109863,-1,2,1
179.981000,0.032959,-1,2,1
179.981100,0.092926,-1,2,1
179.981200,0.110168,-1,2,1
179.981300,0.108643,0,0,0
179.981400,0.117035,0,0,0
179.981500,0.122375,0,0,0
179.981600,0.127869,0,0,0
179.981700,0.117798,0,0,0
179.981800,0.121002,0,0,0
179.981900,0.125275,0,0,0
179.982000,0.126190,0,0,0
179.982100,0.123596,0,0,0
179.982200,0.131836,0,0,0
179.982300,0.143738,0,0,0
179.982400,0.143585,-1,0,-1
179.982500,0.150146,-1,0,-1
